name,points,division,age,w_l_d,stance,residence,rank,stars,last6,last5,last4,last3,last2,last1,lagged
Juan Uriel Silva,.342,bantam,22,4 4 0,,"Irapuato, Mexico",5079,1,L,L,W,W,W,L,5078
Vikapita Meroro,.342,cruiser,35,29 9 0,orthodox,"Windhoek, Namibia",5080,1,L,L,L,W,L,L,5079
Nicolas Ezequiel Alecha,.342,feather,22,6 2 1,orthodox,"Santa Rosa, Argentina",5081,1,D,W,W,L,W,L,5080
Octavian Gratii,.342,welter,29,5 9 1,,"Chisinau, Moldova",5082,1,D,W,L,L,L,L,5081
Jose Valenzuela,.341,light,21,6 0 0,,"Seattle, USA",5083,1,W,W,W,W,W,W,5082
Diego Ortiz Aleman,.341,super feather,25,12 2 1,,"Playas de Rosarito, Mexico",5084,1,W,W,W,L,W,L,5083
Ran Tomomatsu,.341,middle,26,1 1 0,orthodox,Japan,5085,1,Blank,Blank,Blank,Blank,W,L,5084
Rolando Vargas,.341,super light,21,5 1 0,,"Milwaukee, USA",5086,1,W,W,W,W,W,L,5085
Bilel Latreche,.341,light heavy,34,27 5 1,orthodox,"Vesoul, France",5087,1,W,W,W,W,W,W,5086
Marcos Arturo Dominguez,.341,welter,25,11 3 1,,"Ciudad Obregon, Mexico",5088,1,W,W,W,W,L,L,5087
Quilisto Madera,.341,middle,28,12 2 0,orthodox,"Fresno, USA",5089,1,W,W,W,L,W,W,5088
Angel Nicolas Aquino,.341,bantam,28,7 4 1,orthodox,"Olivos, Argentina",5090,1,L,L,W,L,W,L,5089
Santos Reyes*,.340,super light,,6 0 0,orthodox,Nicaragua,5091,1,W,W,W,W,W,W,5090
Ramon Contreras,.340,super bantam,35,15 8 0,southpaw,"Quellon, Chile",5092,1,W,W,L,W,L,L,5091
Tracey McGruder*,.339,welter,29,4 0 0,orthodox,"Rochester, USA",5093,1,Blank,Blank,W,W,W,W,5092
Christopher Mena,.339,super welter,32,2 3 3,southpaw,"Estepona, Spain",5094,1,D,L,W,D,D,L,5093
Salvador Jimenez,.339,feather,24,6 0 0,,"Valladolid, Spain",5095,1,W,W,W,W,W,W,5094
Fred Evans,.339,super middle,29,7 1 0,southpaw,"Cardiff, United Kingdom",5096,1,W,W,W,L,W,W,5095
Marcus Willis,.339,super welter,34,19 6 2,orthodox,"Fort Myers, USA",5097,1,W,W,L,W,L,W,5096
Fernando Romero Hilario,.339,feather,20,7 0 0,,Mexico,5098,1,W,W,W,W,W,W,5097
Don Haynesworth,.338,heavy,38,16 5 1,,"New Rochelle, USA",5099,1,W,W,L,W,L,L,5098
Khumbulani Mdletshe,.338,welter,,8 3 0,orthodox,"Richards Bay, South Africa",5100,1,W,W,L,W,W,W,5099
Tony Salam,.338,cruiser,37,14 2 0,southpaw,"Stoke Newington, United Kingdom",5101,1,W,W,L,W,W,W,5100
Masaki Saito,.337,super feather,35,15 15 6,orthodox,"Hiratsuka, Japan",5102,1,L,W,L,W,L,L,5101
Melvin Manangquil,.337,fly,23,7 6 4,orthodox,"Manila, Philippines",5103,1,W,D,W,D,W,W,5102
Kelly Figueroa*,.337,super welter,36,12 15 4,southpaw,"Valencia, Spain",5104,1,L,L,L,D,L,L,5103
Junuel Lacar,.337,fly,28,8 6 3,southpaw,"General Santos City, Philippines",5105,1,L,L,L,L,W,L,5104
Tyrone Luckey,.337,super light,35,12 13 4,orthodox,"Galloway, USA",5106,1,L,L,W,W,W,L,5105
Ian Refuela,.337,fly,30,4 1 0,orthodox,"Cebu City, Philippines",5107,1,Blank,W,W,W,W,L,5106
Pedro Antonio Rodriguez,.337,bantam,33,15 24 3,orthodox,"Gomez Palacio, Mexico",5108,1,W,L,D,NC,W,L,5107
Jerry Castroverde,.336,light,23,10 7 0,orthodox,"Neyagawa, Japan",5109,1,L,L,W,L,L,L,5108
Sho Hatsuda*,.336,minimum,25,2 1 0,orthodox,"Neyagawa, Japan",5110,1,Blank,Blank,Blank,W,W,L,5109
Michael Casama,.336,feather,20,6 0 0,,Philippines,5111,1,W,W,W,W,W,W,5110
Jose Luis Aguilar,.336,super light,,8 4 2,southpaw,"Cancun, Mexico",5112,1,L,W,W,W,D,L,5111
Michael Eifert,.336,light heavy,22,6 1 0,orthodox,"Magdeburg, Germany",5113,1,W,W,W,W,W,L,5112
Sebastian Singh*,.336,super middle,26,12 4 2,southpaw,"Suva, Fiji",5114,1,D,W,L,W,D,L,5113
Raul Eduardo Flores,.336,super feather,29,5 1 1,,"Mexico City, Mexico",5115,1,W,W,W,D,W,L,5114
Vladimir Tikhonov,.336,super bantam,30,17 2 0,southpaw,"Saint Petersburg, Russia",5116,1,W,W,W,L,W,L,5115
Orlando Pino,.336,fly,,10 0 0,,"Caracas, Venezuela",5117,1,W,W,W,W,W,W,5116
Goodluck Mrema,.335,feather,25,23 6 0,orthodox,"Dar-Es-Salaam, Tanzania",5118,1,W,L,L,W,L,L,5117
Daniel Araujo,.335,feather,38,2 5 2,orthodox,"Sao Paulo, Brazil",5119,1,L,L,L,D,W,W,5118
Anthony Sabalde,.335,super light,28,13 10 0,southpaw,"Cebu City, Philippines",5120,1,L,L,L,W,L,L,5119
Dan Karpency,.335,super welter,29,9 3 1,orthodox,"Adah, USA",5121,1,W,L,W,D,W,L,5120
Raymond Gabriel Roig Mendez,.335,light fly,26,1 1 0,,Puerto Rico,5122,1,Blank,Blank,Blank,Blank,L,W,5121
Mammoth Kazunori,.334,fly,21,6 3 1,southpaw,"Nagoya, Japan",5123,1,W,W,D,L,W,L,5122
David Melgoza,.334,welter,32,6 0 0,orthodox,"Sacramento, USA",5124,1,W,W,W,W,W,W,5123
Jiajia Li*,.334,super feather,32,6 2 0,southpaw,China,5125,1,W,W,W,L,W,W,5124
Carlos Vargas Jaquez,.334,super feather,22,8 0 0,,"Madera, Mexico",5126,1,W,W,W,W,W,W,5125
Idaas Redjdal,.334,middle,30,10 2 2,orthodox,"Aulnay-sous-Bois, France",5127,1,L,D,W,W,D,L,5126
Seigo Hanamori,.334,bantam,22,6 3 0,orthodox,Japan,5128,1,L,W,L,W,W,W,5127
Juaquin Camarena,.333,super bantam,20,13 0 0,orthodox,"Arvada, USA",5129,1,W,W,W,W,W,W,5128
Alexander Munoz,.333,light,41,41 10 0,orthodox,"San Felix, Venezuela",5130,1,W,W,L,L,L,W,5129
Yuki Yazan*,.333,super bantam,28,6 2 0,southpaw,"Yokohama, Japan",5131,1,W,W,L,W,W,W,5130
Daniel David Quiroz,.333,super light,27,6 0 0,,"Los Mochis, Mexico",5132,1,W,W,W,W,W,NC,5131
Callen McAulay,.333,super light,22,7 0 0,southpaw,"Renfrew, United Kingdom",5133,1,W,W,W,W,W,W,5132
Yuki Takashima,.333,super feather,34,6 7 2,orthodox,Japan,5134,1,W,L,L,W,D,W,5133
Takuya Matsusaka,.332,welter,28,8 9 0,southpaw,Japan,5135,1,L,L,W,W,L,L,5134
Mawande Matroos,.332,bantam,,5 2 1,,South Africa,5136,1,W,W,W,L,D,W,5135
Jorge Alejandro Arias,.332,heavy,26,9 2 1,orthodox,"Las Heras, Argentina",5137,1,W,W,W,W,W,L,5136
Edwing Davila*,.332,light,26,20 1 0,orthodox,"Aguascalientes, Mexico",5138,1,W,W,W,W,W,L,5137
Miguel Enrique Arevalo,.332,light,35,17 2 1,orthodox,"Tijuana, Mexico",5139,1,W,NC,D,W,W,L,5138
Yuni Takada,.332,minimum,22,8 6 2,orthodox,"Higashiyamato, Japan",5140,1,W,L,W,L,D,L,5139
Adama Osumanu*,.332,light heavy,39,27 4 0,orthodox,"Joliet, USA",5141,1,L,W,W,W,W,W,5140
Cole Johnson,.332,light,26,6 0 0,orthodox,"Stoke-on-Trent, United Kingdom",5142,1,W,W,W,W,W,W,5141
Salehe Mkalekwa,.331,welter,29,14 8 0,orthodox,"Dar-Es-Salaam, Tanzania",5143,1,W,L,L,L,W,L,5142
Jesus Almonte,.331,super welter,26,9 2 2,,,5144,1,D,W,W,L,W,W,5143
Eric Abraham*,.331,cruiser,35,6 7 0,orthodox,"Schenectady, USA",5145,1,W,L,W,L,L,L,5144
Kris Terzievski*,.331,heavy,,8 1 1,southpaw,"Melbourne, Australia",5146,1,D,W,W,W,W,L,5145
Kieron McLaren,.330,light,27,13 1 1,orthodox,"Stoke-on-Trent, United Kingdom",5147,1,W,W,W,D,L,W,5146
Gregory Clark,.330,super middle,30,4 5 1,orthodox,"Washington, USA",5148,1,W,L,L,W,L,L,5147
Jeremy Triana,.330,super feather,28,11 4 2,orthodox,"Cartagena, Colombia",5149,1,W,L,W,L,W,L,5148
Tom Little,.329,heavy,33,10 9 0,orthodox,"Hatfield, United Kingdom",5150,1,W,L,L,L,L,L,5149
Jean Moraiti,.329,super light,28,18 16 4,orthodox,"Aubagne, France",5151,1,L,L,L,L,W,L,5150
Andres Perez,.329,super light,20,2 3 3,,Colombia,5152,1,W,D,D,W,L,L,5151
Miguel Zamudio,.329,welter,29,45 16 1,orthodox,"Guasave, Mexico",5153,1,L,W,L,L,L,W,5152
Serhii Ksendzov,.329,light heavy,27,2 5 0,,"Cologne, Germany",5154,1,L,L,L,L,L,W,5153
Tomas Bezvoda,.329,super middle,33,8 14 0,orthodox,"Znojmo, Czech Republic",5155,1,L,L,L,L,L,L,5154
Gabriel Adrian Garcia,.329,cruiser,40,11 3 2,,"Mexicali, Mexico",5156,1,W,W,W,W,W,W,5155
Yeison Vargas,.329,bantam,30,17 5 0,orthodox,Colombia,5157,1,W,L,L,L,L,L,5156
Justin Steave,.329,super welter,34,10 3 0,,"Pittsburgh, USA",5158,1,W,W,W,L,W,L,5157
Andrew Fleming,.328,super light,27,7 1 0,southpaw,"Wigan, United Kingdom",5159,1,W,W,W,W,W,L,5158
Constantin Pancrat,.328,middle,28,8 9 1,,"Parma, Italy",5160,1,W,L,W,W,D,L,5159
Anthony Loffet*,.328,super light,23,6 0 0,,"Verviers, Belgium",5161,1,W,W,W,W,W,W,5160
Alan Campa,.328,super middle,28,17 6 0,orthodox,"Guaymas, Mexico",5162,1,W,L,W,L,L,L,5161
Shidong Cai,.328,super bantam,22,10 4 1,orthodox,"DeZhou, China",5163,1,W,L,W,W,W,L,5162
Mike McGoldrick,.328,super middle,35,7 1 0,orthodox,"Barrow In Furness, United Kingdom",5164,1,W,W,W,W,W,L,5163
Aketelieti Yeliejian*,.327,light,22,6 2 1,,"Urumqi, China",5165,1,W,D,W,W,W,L,5164
Vincent Jennings*,.327,super bantam,36,6 11 2,orthodox,"Kentwood, USA",5166,1,L,L,L,L,L,L,5165
Cosme Rivera*,.327,welter,44,42 30 3,orthodox,"Culiacan, Mexico",5167,1,L,L,L,L,L,L,5166
Keenan Hickmon,.327,heavy,32,6 5 1,orthodox,"Baton Rouge, USA",5168,1,D,L,W,L,L,L,5167
Jorge Silva,.327,super middle,37,17 7 0,orthodox,"Matosinhos, Portugal",5169,1,W,L,L,W,L,W,5168
Iddi Kayumba,.327,feather,22,12 3 2,southpaw,"Dar-Es-Salaam, Tanzania",5170,1,W,W,W,L,W,L,5169
Marcel Braithwaite,.327,super fly,26,9 3 0,orthodox,"Liverpool, United Kingdom",5171,1,W,L,W,W,L,L,5170
Ezequiel Betancourt,.326,fly,,6 5 0,,"Ciudad Del Carmen, Mexico",5172,1,L,W,W,W,W,W,5171
Micky Mills,.326,welter,27,5 0 0,orthodox,"Bedford, United Kingdom",5173,1,Blank,W,W,W,W,W,5172
Marko Radonjic*,.326,heavy,30,21 0 0,,"Ludwigshafen, Germany",5174,1,W,W,W,W,W,W,5173
Farrukh Juraev,.325,light heavy,28,6 4 1,orthodox,"Saint Petersburg, Russia",5175,1,D,W,L,L,L,W,5174
Dzmitry Atrokhau,.325,super welter,32,16 8 0,southpaw,"Gomel, Belarus",5176,1,W,L,L,L,L,L,5175
Tetsuya Kondo*,.325,light,23,5 2 0,orthodox,"Machida, Japan",5177,1,W,W,W,W,L,W,5176
Tavoris Cloud,.325,cruiser,38,25 3 0,orthodox,"Tallahassee, USA",5178,1,W,W,L,L,L,W,5177
Joe Hurn,.324,middle,35,10 1 1,orthodox,"Clacton, United Kingdom",5179,1,W,W,D,W,W,L,5178
Tino Tanuvasa,.324,light heavy,,3 1 0,,Australia,5180,1,Blank,Blank,W,W,W,L,5179
Ashley Huston,.324,welter,,3 1 0,,Australia,5181,1,Blank,Blank,W,W,W,L,5180
Andres Viera,.324,super welter,37,10 2 0,orthodox,"Mercedes, Uruguay",5182,1,L,W,W,W,W,W,5181
Yakup Saglam*,.324,heavy,43,43 7 0,orthodox,"Hahn, Germany",5183,1,L,W,W,L,W,L,5182
Oscar Mora Carmona,.324,super bantam,21,8 1 1,,"Guasave, Mexico",5184,1,W,D,W,L,W,W,5183
Ronald Alapormina,.324,light fly,25,4 3 3,orthodox,"Muntinlupa City, Philippines",5185,1,L,L,L,W,D,D,5184
Christian Aguirre,.323,middle,25,8 7 0,,"Salt Lake City, USA",5186,1,L,W,L,L,L,L,5185
Bernardo Marquez,.323,heavy,27,11 4 1,southpaw,"Imperial Valley, USA",5187,1,L,W,L,W,W,W,5186
Jose Estrella*,.323,feather,31,21 17 1,orthodox,"Tijuana, Mexico",5188,1,W,L,L,L,L,W,5187
Connor Coghill,.323,super feather,26,8 0 0,southpaw,"Hull, United Kingdom",5189,1,W,W,W,W,W,W,5188
Jimmie Strickland II,.323,super welter,32,4 0 0,,"Houston, USA",5190,1,Blank,Blank,W,W,W,W,5189
Daniel Baiz,.323,super welter,31,13 2 1,southpaw,"San Antonio, USA",5191,1,W,W,W,W,L,D,5190
Jianglu He,.323,light,24,10 1 1,southpaw,China,5192,1,W,W,W,W,W,W,5191
Oskars Grosmanis,.322,middle,23,5 0 1,orthodox,"Saldus, Latvia",5193,1,W,W,W,W,W,D,5192
Richie Hadlow,.322,super light,33,2 0 0,,"Auckland, New Zealand",5194,1,Blank,Blank,Blank,Blank,W,W,5193
Juan Carrillo,.322,light heavy,28,3 0 0,,"Barranquilla, Colombia",5195,1,Blank,Blank,Blank,W,W,W,5194
Nick Ramirez,.322,super welter,31,10 1 2,,"Chicago, USA",5196,1,W,W,W,W,L,D,5195
Stephen Bontoyan,.322,feather,,6 0 0,,Philippines,5197,1,W,W,W,W,W,W,5196
Houchang Habib,.322,super light,29,9 6 1,,"Lingolsheim, France",5198,1,W,W,L,D,L,L,5197
Layten Gloss,.322,super fly,,6 3 0,orthodox,"Johannesburg, South Africa",5199,1,W,L,W,W,L,W,5198
Javier Alejandro Rendon,.322,fly,24,10 6 3,orthodox,"Hermosillo, Mexico",5200,1,L,W,W,L,L,L,5199
Martin Quinn,.321,super light,,3 1 0,orthodox,"Dublin, Ireland",5201,1,Blank,Blank,W,W,L,W,5200
Hilary Kataya,.321,light,,1 0 0,,Zambia,5202,1,Blank,Blank,Blank,Blank,Blank,W,5201
Ruito Saeki,.321,super feather,22,7 4 1,orthodox,"Gifu, Japan",5203,1,W,W,L,D,L,L,5202
James Early,.320,super feather,27,5 6 0,orthodox,"Seat Pleasant, USA",5204,1,L,W,L,L,L,W,5203
Yusup Kediev,.320,light heavy,27,6 0 1,orthodox,"Kiev, Ukraine",5205,1,W,W,W,W,D,W,5204
Nestor Fernando Garcia,.320,welter,29,23 21 1,orthodox,"Cadereyta de Montes, Mexico",5206,1,L,L,L,L,L,L,5205
Martin Ceyca,.320,super feather,25,11 0 0,,"Culiacan, Mexico",5207,1,W,W,W,W,W,W,5206
Jorge Mendez,.320,light,31,5 5 1,orthodox,"Escazu, Costa Rica",5208,1,L,W,L,L,L,W,5207
Edison Zani,.320,super welter,23,7 0 0,southpaw,"Hamburg, Germany",5209,1,W,W,W,W,W,W,5208
Alberto Castro,.319,bantam,20,5 2 0,southpaw,"Lerdo, Mexico",5210,1,W,W,W,W,L,L,5209
Jorge Jimenez Gomez*,.319,feather,24,2 0 0,,Mexico,5211,1,Blank,Blank,Blank,Blank,W,W,5210
Angel Aponte Cruz,.319,super feather,28,8 0 0,orthodox,"San Juan, Puerto Rico",5212,1,W,W,W,W,W,W,5211
David Drapac*,.318,light heavy,,8 1 0,orthodox,Australia,5213,1,W,W,L,W,W,W,5212
Jesus A Gomez Rodriguez,.318,super middle,21,5 3 0,,"Nuevo Laredo, Mexico",5214,1,W,W,W,W,W,L,5213
Omar Castillo,.318,super feather,25,6 2 0,orthodox,"San Juan, USA",5215,1,W,W,W,L,L,W,5214
Headley Scott*,.318,super light,34,14 1 0,orthodox,"Jonesboro, USA",5216,1,W,W,L,W,W,W,5215
Sukru Altay,.318,light heavy,36,12 0 0,,"Kempten, Germany",5217,1,W,W,W,W,W,W,5216
Amin Jahanzeb,.317,feather,24,8 0 0,orthodox,"Bradford, United Kingdom",5218,1,W,W,W,W,W,W,5217
Oliver Rivera,.317,cruiser,26,5 1 0,orthodox,"Grand Island, USA",5219,1,W,W,W,L,W,W,5218
Boy Jones,.317,light,23,18 3 1,orthodox,"Chingford, United Kingdom",5220,1,W,W,W,W,L,L,5219
Edwin Tercero,.317,feather,31,16 12 1,orthodox,"Chinandega, Nicaragua",5221,1,L,W,L,L,W,L,5220
Hasibullah Ahmadi,.317,feather,20,10 0 0,orthodox,"Dubai, United Arab Emirates",5222,1,W,W,W,W,W,W,5221
Rasheed Johnson,.317,welter,28,7 3 0,orthodox,"Willow Grove, USA",5223,1,L,W,W,W,L,W,5222
Nicolas Hernandez*,.317,super welter,36,12 4 2,,"Reading, USA",5224,1,D,L,W,D,W,W,5223
Philimon Hara,.316,super bantam,,3 4 1,,Zambia,5225,1,L,W,L,W,D,L,5224
Charlie Malupangue,.316,light fly,28,9 4 3,southpaw,"Zamboanga City, Philippines",5226,1,L,W,W,L,W,W,5225
Hassan Nourdine,.316,super feather,33,11 5 0,orthodox,"Asti, Italy",5227,1,W,L,L,W,L,W,5226
Denis Denikajev,.316,super light,24,6 0 1,orthodox,"Barking, United Kingdom",5228,1,W,W,D,W,W,W,5227
Diego Alberto Chaves,.316,light,33,15 17 4,orthodox,"San Jose de Feliciano, Argentina",5229,1,L,L,L,W,L,L,5228
Johnatan Huaman,.315,super feather,25,2 0 0,orthodox,"Santiago de Chile, Chile",5230,1,Blank,Blank,Blank,Blank,W,W,5229
Kerstin Brown*,.315,feather,23,11 1 0,,"Msida, Malta",5231,1,W,W,W,W,W,W,5230
Sandro Jajanidze,.315,super welter,26,10 21 1,orthodox,"Tbilisi, Georgia",5232,1,L,L,L,L,W,L,5231
Hakim Merzouk,.315,super light,29,8 5 1,,"Clichy, France",5233,1,L,D,L,W,W,L,5232
James MacDonald,.315,super light,28,11 4 1,orthodox,"Guyra, Australia",5234,1,L,W,W,L,W,L,5233
Antonio Napolitano,.315,middle,26,5 0 0,orthodox,"Saint Catherines, Canada",5235,1,Blank,W,W,W,W,W,5234
Corey Barlow,.315,heavy,33,3 4 2,,"Austin, USA",5236,1,L,L,D,W,W,W,5235
Luis Manuel Macias,.314,super bantam,27,11 10 2,southpaw,"Jesús María, Mexico",5237,1,W,L,L,L,W,L,5236
Nadzir Bakhshyieu,.314,super light,24,6 11 3,orthodox,"Borisov, Belarus",5238,1,W,L,L,L,L,W,5237
Rene Santiago Garcia,.314,fly,28,8 2 0,,"Humacao, Puerto Rico",5239,1,L,W,W,L,W,W,5238
Sergei Ballegeer,.314,light heavy,30,5 2 0,,"Brugge, Belgium",5240,1,L,W,W,W,L,W,5239
Martin Eligio,.314,light,,7 2 0,,"Monterrey, Mexico",5241,1,W,W,W,W,L,L,5240
Vlad Dandu,.314,super welter,28,2 1 0,orthodox,"Jacksonville, USA",5242,1,Blank,Blank,Blank,W,W,L,5241
Boban Ilioski,.314,light heavy,,1 0 0,,"Skopje, Macedonia",5243,1,Blank,Blank,Blank,Blank,Blank,W,5242
Asis Rodriguez*,.313,middle,,12 2 0,,"Monterrey, Mexico",5244,1,W,L,W,W,W,W,5243
Elmo Traya,.313,super light,24,12 3 0,orthodox,"Mandaue City, Philippines",5245,1,W,W,W,L,L,W,5244
Jermaine Springer,.313,light heavy,32,7 2 0,orthodox,"Bradford, United Kingdom",5246,1,W,W,L,W,W,L,5245
Salvador Heredia,.313,super feather,35,6 1 0,,"Malaga, Spain",5247,1,W,W,W,W,W,L,5246
Emin Atra,.313,light heavy,31,17 0 0,,"Bielefeld, Germany",5248,1,W,W,W,W,W,W,5247
Vladimir Ivanov,.313,heavy,29,3 0 0,orthodox,"Kaliningrad, Russia",5249,1,Blank,Blank,Blank,W,W,W,5248
Felipe Santos Pedroso,.313,middle,33,16 6 0,orthodox,"Sao Jose dos Pinhais, Brazil",5250,1,L,W,L,L,W,L,5249
Sergio Alejandro Paysse,.313,super welter,25,7 4 0,orthodox,"Gualeguaychú, Argentina",5251,1,W,L,W,L,L,L,5250
Fernan Agencia,.312,fly,22,5 1 0,orthodox,"Mandaluyong City, Philippines",5252,1,W,W,W,W,W,L,5251
Richard Brewart Jr*,.312,middle,22,7 0 0,orthodox,"Rancho Cucamonga, USA",5253,1,W,W,W,W,W,W,5252
Marco Balducci,.312,welter,24,3 1 0,orthodox,"Bologna, Italy",5254,1,Blank,Blank,W,W,W,L,5253
Osman Aslam,.312,feather,26,14 0 0,orthodox,"Bolton, United Kingdom",5255,1,W,W,W,W,W,W,5254
Eric Puente,.312,light,21,4 0 0,orthodox,"Vista, USA",5256,1,Blank,Blank,W,W,W,W,5255
Ken Koibuchi,.312,light,24,6 5 0,orthodox,"Yokohama, Japan",5257,1,L,L,L,W,W,L,5256
Jerome Conquest,.311,light,34,10 5 0,southpaw,"Philadelphia, USA",5258,1,W,W,L,W,L,L,5257
Dominic Akinlade,.311,heavy,40,9 3 1,orthodox,"New Cross, United Kingdom",5259,1,W,W,L,L,L,W,5258
Gilbert Venegas Jr,.311,super welter,26,11 1 0,,"East Moline, USA",5260,1,W,W,W,W,L,W,5259
Dave Leblond,.311,welter,27,4 7 0,,"Thetford Mines, Canada",5261,1,L,W,W,L,L,L,5260
Denis Khamatov,.311,light heavy,30,5 3 0,orthodox,"Satka, Russia",5262,1,W,W,W,L,L,L,5261
Gabriel Ochieng,.311,bantam,34,20 8 1,southpaw,"Nairobi, Kenya",5263,1,L,W,W,W,W,L,5262
Declan Kelly,.310,middle,,4 2 0,orthodox,"Brisbane, Australia",5264,1,W,L,L,W,W,W,5263
Grachya Margaryan,.310,middle,30,7 2 1,orthodox,"Moscow, Russia",5265,1,W,W,W,W,L,L,5264
Quintin Carey,.310,light heavy,24,5 7 0,orthodox,"Coolana, Australia",5266,1,L,W,L,W,L,L,5265
Richard Rosales,.310,fly,27,14 13 2,orthodox,"Dagohoy, Philippines",5267,1,L,W,L,L,L,L,5266
Jose Angel Rojas Alba,.310,bantam,,3 3 0,,"Pachuca, Mexico",5268,1,W,W,L,L,W,L,5267
Nolberto Casco,.310,super welter,,4 0 0,,Nicaragua,5269,1,Blank,Blank,W,W,W,W,5268
Hector Perez,.310,heavy,29,7 3 0,orthodox,"Tamarac, USA",5270,1,L,W,W,W,W,L,5269
Naim Nelson*,.310,super light,30,14 4 0,orthodox,"Philadelphia, USA",5271,1,L,W,L,L,L,W,5270
Musashi Yoshino,.309,bantam,27,9 6 0,orthodox,"Hachioji, Japan",5272,1,L,W,W,L,W,L,5271
Guevork Marakian,.309,light heavy,27,8 6 2,,"Cahors, France",5273,1,W,L,L,W,L,W,5272
Zapir Rasulov*,.309,super light,33,35 1 0,orthodox,"Charlottenburg, Germany",5274,1,L,W,W,W,W,W,5273
Sang Geun Lee,.309,middle,37,6 2 0,orthodox,"Seoul, South Korea",5275,1,W,W,W,W,L,L,5274
Segundo Herrera,.309,middle,44,9 38 4,orthodox,"San Basilio de Palenque, Colombia",5276,1,L,L,W,L,L,L,5275
Jorge Ignacio Villalobos,.309,super fly,20,10 1 3,,"Guadalajara, Mexico",5277,1,W,D,W,D,W,L,5276
Jack Hillier,.309,feather,23,7 0 0,orthodox,"Southampton, United Kingdom",5278,1,W,W,W,W,W,W,5277
Mike Danny Sanchez,.309,light,23,6 1 1,southpaw,"Colton, USA",5279,1,W,W,W,W,D,L,5278
Kamer Maloku*,.308,super middle,32,12 2 0,orthodox,"Karlsruhe, Germany",5280,1,W,W,W,W,W,W,5279
Luke Blackledge,.308,light heavy,30,26 9 2,orthodox,"Darwen, United Kingdom",5281,1,L,W,W,L,L,L,5280
Victor Bisbal,.308,heavy,40,23 5 0,orthodox,"Salinas, Puerto Rico",5282,1,L,L,W,W,L,L,5281
Celso Ramirez,.307,welter,23,7 1 1,orthodox,"Bloomington, USA",5283,1,W,W,W,W,L,D,5282
Andrey Tomashchuk,.307,super welter,35,3 14 0,orthodox,"Chelyabinsk, Russia",5284,1,L,L,L,W,L,L,5283
Bryan Tamayo,.307,super bantam,22,6 1 2,southpaw,"Malabon City, Philippines",5285,1,L,W,D,W,D,W,5284
Nikita Miroshnichenko,.306,middle,24,11 0 0,orthodox,"Brooklyn, USA",5286,1,W,W,W,W,W,W,5285
Alejandro Cruz Valladares,.306,light fly,24,5 1 0,,"Mexico City, Mexico",5287,1,W,W,L,W,W,W,5286
Federico Javier Grandone,.306,cruiser,29,5 0 1,orthodox,"Buenos Aires, Argentina",5288,1,W,W,W,W,D,W,5287
Cem Kurnazcan*,.306,super middle,30,12 1 0,,"Koblenz, Germany",5289,1,W,W,W,L,W,W,5288
Joshua Juarez,.305,light heavy,23,9 0 0,orthodox,"Laredo, USA",5290,1,W,W,W,W,W,W,5289
Juan Eduardo Fonseca,.305,super feather,35,2 1 0,orthodox,"Barranquitas, Puerto Rico",5291,1,Blank,Blank,Blank,W,W,L,5290
Richard Lockett,.305,feather,,3 1 0,,Australia,5292,1,Blank,Blank,W,L,W,W,5291
Eduardo Leonel Rodriguez,.305,light,24,8 2 1,orthodox,"Aguascalientes, Mexico",5293,1,D,W,W,W,W,L,5292
Osvaldo Gagliardi,.305,light,31,4 3 4,,"Roma, Italy",5294,1,W,D,W,W,NC,L,5293
Beau Hartas,.304,middle,,6 1 0,orthodox,Australia,5295,1,W,L,W,W,W,NC,5294
Azizi Mponda,.304,super welter,26,15 4 2,orthodox,"Dar-Es-Salaam, Tanzania",5296,1,W,D,L,W,L,L,5295
Tomasz Nowicki,.304,super welter,,5 0 0,southpaw,"Szamotuly, Poland",5297,1,Blank,W,W,W,W,W,5296
Shady Gamhour,.304,middle,30,12 0 0,orthodox,"Pensacola, USA",5298,1,W,W,W,W,W,W,5297
Michal Plesnik,.304,cruiser,31,8 4 0,orthodox,"Nové Mesto nad Váhom, Slovakia",5299,1,L,W,L,W,L,W,5298
Sherman Williams,.303,heavy,48,42 15 2,orthodox,"Vero Beach, USA",5300,1,L,W,W,W,W,W,5299
Levani Lukhutashvili,.303,light heavy,25,10 6 0,orthodox,"Mestia, Georgia",5301,1,W,W,L,L,W,L,5300
Byson Gwayani*,.303,super light,24,11 6 0,southpaw,"Lilongwe, Malawi",5302,1,L,L,L,W,W,L,5301
Shamarian Snider,.303,cruiser,34,9 2 1,orthodox,"Temple, USA",5303,1,W,W,W,W,L,W,5302
Artem Karasev,.303,super middle,28,13 38 3,orthodox,"Šiauliai, Lithuania",5304,1,L,W,L,W,W,L,5303
Lado Gabisonia,.302,super middle,21,4 3 1,orthodox,"Zugdidi, Georgia",5305,1,W,L,W,D,L,L,5304
Irving Zamora,.302,fly,,11 5 1,,"Matehuala, Mexico",5306,1,W,W,D,W,L,L,5305
Kamil Bodzioch,.301,heavy,24,6 1 0,orthodox,"Jelenia Gora, Poland",5307,1,W,W,W,W,W,L,5306
Vincenzo Carita,.301,cruiser,35,21 1 1,orthodox,"Pembroke, USA",5308,1,W,W,W,W,W,W,5307
Jesus Martinez,.301,super bantam,39,27 12 0,southpaw,"Hollywood, USA",5309,1,W,L,L,W,L,L,5308
